Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
18 OCT 2024,NRAIL,EQ,N R AGARWAL INDS LTD     ,Listed    ,18 OCT 2024,              10.00,          17019100,            352.05,     5991574155.00     
18 OCT 2024,NRBBEARING,EQ,NRB BEARING LIMITED      ,Listed    ,18 OCT 2024,               2.00,          96922600,            274.45,    26600407570.00
18 OCT 2024,NRL,EQ,NUPUR RECYCLERS LIMITED  ,Listed    ,18 OCT 2024,              10.00,          68638995,            136.35,     9357554188.35       
18 OCT 2024,NSIL,EQ,NALWA SONS INVESTMENT LTD,Listed    ,18 OCT 2024,              10.00,           5136163,           7048.20,    36200704056.60      
18 OCT 2024,NSLNISP,EQ,NMDC STEEL LIMITED       ,Listed    ,18 OCT 2024,              10.00,        2930605850,             49.35,   144654704756.00   
18 OCT 2024,NTPC,EQ,NTPC LTD                 ,Listed    ,18 OCT 2024,              10.00,        9696666134,            424.95,  4120598273643.30      
18 OCT 2024,NUCLEUS,EQ,NUCLEUS SOFTWARE EXPORTS ,Listed    ,18 OCT 2024,              10.00,          26773324,           1245.20,    33338143044.80   
18 OCT 2024,NURECA,EQ,NURECA LIMITED           ,Listed    ,18 OCT 2024,              10.00,          10000175,            303.65,     3036553138.75    
18 OCT 2024,NUVAMA,EQ,NUVAMA WEALTH MANAGE LTD ,Listed    ,18 OCT 2024,              10.00,          35692504,           7128.90,   254448291765.60    
18 OCT 2024,NUVOCO,EQ,NUVOCO VISTAS CORP LTD   ,Listed    ,18 OCT 2024,              10.00,         357156153,            352.10,   125754681471.30    
18 OCT 2024,NXST,RR,NEXUS SELECT TRUST       ,Listed    ,18 OCT 2024,             100.00,        1515000000,            144.15,   218417550000.00      
18 OCT 2024,NXT-INFRA,IV,NXT-INFRA TRUST          ,Listed    ,17 SEP 2024,             100.00,         285000000,            101.35,    28884750000.00 
18 OCT 2024,NYKAA,EQ,FSN E COMMERCE VENTURES  ,Listed    ,18 OCT 2024,               1.00,        2857136608,            184.80,   527970273792.30     
18 OCT 2024,OAL,EQ,ORIENTAL AROMATICS LTD   ,Listed    ,18 OCT 2024,               5.00,          33653576,            544.60,    18327737489.60       
18 OCT 2024,OBCL,EQ,ORISSA BENGAL CARRIER LTD,Listed    ,18 OCT 2024,              10.00,          21082790,             58.05,     1224277615.30      
18 OCT 2024,OBEROIRLTY,EQ,OBEROI REALTY LIMITED    ,Listed    ,18 OCT 2024,              10.00,         363602237,           1931.50,   702297720765.50
18 OCT 2024,OCCL,BE,ORIENTAL CARBN & CHEM LTD,Listed    ,18 OCT 2024,              10.00,           9990092,            270.35,     2700821372.20      
18 OCT 2024,OFSS,EQ,ORACLE FIN SERV SOFT LTD.,Listed    ,18 OCT 2024,               5.00,          86744284,          11583.60,  1004811088142.40      
18 OCT 2024,OIL,EQ,OIL INDIA LTD            ,Listed    ,18 OCT 2024,              10.00,        1626607791,            533.40,   867632595719.40       
18 OCT 2024,OILCOUNTUB,BE,OIL COUNTRY TUBULAR LTD. ,Listed    ,18 OCT 2024,              10.00,          44289530,             52.10,     2307484513.00
18 OCT 2024,OLAELEC,EQ,OLA ELECTRIC MOBILITY LTD,Listed    ,18 OCT 2024,              10.00,        4410829885,             86.95,   383521658500.75   
18 OCT 2024,OLECTRA,EQ,OLECTRA GREENTECH LIMITED,Listed    ,18 OCT 2024,               4.00,          82080737,           1683.50,   138182920739.50   
18 OCT 2024,OLIL,SM,ONECLICK LOGISTICS IND L ,Listed    ,18 OCT 2024,              10.00,           3603800,             90.70,      326864660.00      
18 OCT 2024,OMAXAUTO,EQ,OMAX AUTOS LTD           ,Listed    ,18 OCT 2024,              10.00,          21371213,            124.00,     2650244124.15  
18 OCT 2024,OMAXE,EQ,OMAXE LIMITED            ,Listed    ,18 OCT 2024,              10.00,         182900540,            123.00,    22496766420.00     
18 OCT 2024,OMFURN,SM,OMFURN INDIA LIMITED     ,Listed    ,18 OCT 2024,              10.00,          11774400,             67.60,      795949440.00    
18 OCT 2024,OMINFRAL,EQ,OM INFRA LIMITED         ,Listed    ,18 OCT 2024,               1.00,          96303809,            170.25,    16397649558.45  
18 OCT 2024,OMKARCHEM,BZ,OMKAR SPL CHEM LTD       ,Listed    ,18 OCT 2024,              10.00,          20578004,              8.95,      184173135.80 
18 OCT 2024,ONDOOR,SM,ON DOOR CONCEPTS LIMITED ,Listed    ,18 OCT 2024,              10.00,           5648612,            419.30,     2368463011.60    
18 OCT 2024,ONELIFECAP,BE,ONELIFE CAP ADVISORS LTD ,Listed    ,18 OCT 2024,              10.00,          13360000,             17.20,      229658400.00
18 OCT 2024,ONEPOINT,EQ,ONE POINT ONE SOL LTD    ,Listed    ,18 OCT 2024,               2.00,         218463476,             64.40,    14069047854.40  
18 OCT 2024,ONGC,EQ,OIL AND NATURAL GAS CORP.,Listed    ,18 OCT 2024,               5.00,       12580279206,            283.30,  3563993099059.80      
18 OCT 2024,ONMOBILE,EQ,ONMOBILE GLOBAL LTD.     ,Listed    ,18 OCT 2024,              10.00,         106321351,             87.25,     9278664301.75  
18 OCT 2024,ONWARDTEC,EQ,ONWARD TECHNOLOGIES LTD  ,Listed    ,18 OCT 2024,              10.00,          22617170,            394.05,     8912295838.50 
18 OCT 2024,OPTIEMUS,BE,OPTIEMUS INFRACOM LTD    ,Listed    ,18 OCT 2024,              10.00,          85857191,            713.65,    61271984357.15  
18 OCT 2024,ORBTEXP,EQ,ORBIT EXPORTS LIMITED    ,Listed    ,18 OCT 2024,              10.00,          26467402,            186.25,     4929553622.50   
18 OCT 2024,ORCHPHARMA,EQ,ORCHID PHARMA LIMITED    ,Listed    ,18 OCT 2024,              10.00,          50719105,           1347.70,    68354137808.50
18 OCT 2024,ORIANA,SM,ORIANA POWER LIMITED     ,Listed    ,18 OCT 2024,              10.00,          19182600,           2072.65,    39758815890.00    
18 OCT 2024,ORICONENT,EQ,ORICON ENTERPRISES LTD   ,Listed    ,18 OCT 2024,               2.00,         157047715,             37.05,     5820188317.90 
18 OCT 2024,ORIENTALTL,BE,ORIENTAL TRIMEX LTD      ,Listed    ,18 OCT 2024,              10.00,          73507265,             11.05,      813725423.55
18 OCT 2024,ORIENTBELL,EQ,ORIENT BELL LIMITED      ,Listed    ,18 OCT 2024,              10.00,          14594576,            333.55,     4868020824.80
18 OCT 2024,ORIENTCEM,EQ,ORIENT CEMENT LTD.       ,Listed    ,18 OCT 2024,               1.00,         204868760,            331.75,    67965211130.00 
18 OCT 2024,ORIENTCER,EQ,ORIENT CERATECH LIMITED  ,Listed    ,18 OCT 2024,               1.00,         119639200,             48.10,     5753449128.00 
18 OCT 2024,ORIENTELEC,EQ,ORIENT ELECTRIC LIMITED  ,Listed    ,18 OCT 2024,               1.00,         213365899,            230.60,    49204309968.40
18 OCT 2024,ORIENTHOT,EQ,ORIENT HOTELS LTD        ,Listed    ,18 OCT 2024,               1.00,         178599180,            171.55,    30642261312.60 
18 OCT 2024,ORIENTLTD,EQ,ORIENT PRESS LIMITED     ,Listed    ,18 OCT 2024,              10.00,          10000000,            113.20,     1131800000.00 
18 OCT 2024,ORIENTPPR,EQ,ORIENT PAPER AND INDS LTD,Listed    ,18 OCT 2024,               1.00,         212185822,             44.05,     9351029175.55 
18 OCT 2024,ORIENTTECH,EQ,ORIENT TECHNOLOGIES LTD  ,Listed    ,18 OCT 2024,              10.00,          41641742,            294.55,    12265575106.10
18 OCT 2024,ORISSAMINE,EQ,ORISSA MIN DEV CO LTD    ,Listed    ,18 OCT 2024,               1.00,           6000000,           8806.85,    52841100000.00
18 OCT 2024,ORTINGLOBE,EQ,ORTIN GLOBAL LIMITED     ,Listed    ,18 OCT 2024,              10.00,           8131392,             19.20,      156204040.30
18 OCT 2024,OSEINTRUST,IV,ORIENTAL INFRATRUST      ,Listed    ,Not Traded ,             100.00,         583483081,             89.95,    52490137966.75
18 OCT 2024,OSELDEVICE,SM,OSEL DEVICES LIMITED     ,Listed    ,18 OCT 2024,              10.00,          16129200,            200.45,     3233098140.00
18 OCT 2024,OSIAHYPER,BE,OSIA HYPER RETAIL LIMITED,Listed    ,18 OCT 2024,               1.00,         118123900,             38.75,     4574938647.00 
18 OCT 2024,OSWALAGRO,BE,OSWAL AGRO MILLS LTD     ,Listed    ,18 OCT 2024,              10.00,         134234776,             75.05,    10074319938.80 
18 OCT 2024,OSWALSEEDS,EQ,SHREEOSWAL S AND CHE LTD ,Listed    ,18 OCT 2024,               2.00,          91470000,             24.05,     2201682900.00
18 OCT 2024,OWAIS,SM,OWAIS METAL & MINERAL    ,Listed    ,18 OCT 2024,              10.00,          18182398,           1350.00,    24546237300.00     
18 OCT 2024,PAGEIND,EQ,PAGE INDUSTRIES LTD      ,Listed    ,18 OCT 2024,              10.00,          11153874,          45570.65,   508289288198.10   
18 OCT 2024,PAISALO,EQ,PAISALO DIGITAL LIMITED  ,Listed    ,18 OCT 2024,               1.00,         898043980,             50.70,    45548790665.60   
18 OCT 2024,PAKKA,EQ,PAKKA LIMITED            ,Listed    ,18 OCT 2024,              10.00,          39419800,            305.75,    12052603850.00     
18 OCT 2024,PALASHSECU,EQ,PALASH SECURITIES LTD    ,Listed    ,18 OCT 2024,              10.00,          10003102,            167.25,     1672818747.45
18 OCT 2024,PALREDTEC,BE,PALRED TECHNOLOGIES LTD  ,Listed    ,18 OCT 2024,              10.00,          12232566,            115.90,     1417876725.05 
18 OCT 2024,PANACEABIO,BE,PANACEA BIOTEC LTD.      ,Listed    ,18 OCT 2024,               1.00,          61250746,            343.45,    21036568713.70
18 OCT 2024,PANACHE,BE,PANACHE DIGILIFE LIMITED ,Listed    ,18 OCT 2024,              10.00,          12000000,            195.00,     2340240000.00   
18 OCT 2024,PANAMAPET,EQ,PANAMA PETROCHEM LTD     ,Listed    ,18 OCT 2024,               2.00,          60493598,            405.30,    24518055269.40 
18 OCT 2024,PANSARI,BE,PANSARI DEVELOPERS LTD   ,Listed    ,17 OCT 2024,              10.00,          17446800,            121.25,     2115424500.00   
18 OCT 2024,PAR,EQ,PAR DRUGS AND CHEM LTD   ,Listed    ,18 OCT 2024,              10.00,          12304636,            231.80,     2852337671.15       
18 OCT 2024,PARACABLES,EQ,PARAMOUNT COMM LTD       ,Listed    ,18 OCT 2024,               2.00,         304934870,             75.55,    23031730731.10
18 OCT 2024,PARADEEP,EQ,PARADEEP PHOSPHATES LTD  ,Listed    ,18 OCT 2024,              10.00,         814778646,             95.05,    77436562515.85  
18 OCT 2024,PARAGMILK,EQ,PARAG MILK FOODS LTD.    ,Listed    ,18 OCT 2024,              10.00,         119375841,            221.40,    26428617439.00 
18 OCT 2024,PARAGON,SM,PARAGON FINE S.C. LTD.   ,Listed    ,18 OCT 2024,              10.00,          19566000,            148.60,     2907507600.00   
18 OCT 2024,PARAMATRIX,SM,PARAMATRIX TECHNOLOGIES L,Listed    ,18 OCT 2024,              10.00,          11508800,            100.50,     1156634400.00
18 OCT 2024,PARAMOUNT,ST,PARAMOUNT DYE TEC LIMITED,Listed    ,18 OCT 2024,              10.00,           6942651,             81.35,      564784658.85 
18 OCT 2024,PARAS,EQ,PARAS DEF AND SPCE TECH L,Listed    ,18 OCT 2024,              10.00,          39000061,           1050.05,    40952014053.05     
18 OCT 2024,PARASPETRO,BE,PARAS PETROFILS LTD.     ,Listed    ,18 OCT 2024,               1.00,         334221000,              3.20,     1069507200.00
18 OCT 2024,PARIN,ST,PARIN FURNITURE LIMITED  ,Listed    ,18 OCT 2024,              10.00,          11118000,            349.00,     3880182000.00     
18 OCT 2024,PARKHOTELS,EQ,PARKHOTELS               ,Listed    ,18 OCT 2024,               1.00,         213374246,            158.80,    33879562779.90
18 OCT 2024,PARSVNATH,BE,PARSVNATH DEVELOPER LTD  ,Listed    ,18 OCT 2024,               5.00,         435181170,             20.90,     9099638264.70 
18 OCT 2024,PARTYCRUS,SM,PARTY CRUISERS LIMITED   ,Listed    ,18 OCT 2024,              10.00,          11237710,            118.00,     1326049780.00 
18 OCT 2024,PASHUPATI,ST,PASHUPATI COTSPIN LIMITED,Listed    ,18 OCT 2024,              10.00,          15284000,            497.55,     7604554200.00 
18 OCT 2024,PASUPTAC,BE,PASUPATI ACRYLON LIMITED ,Listed    ,18 OCT 2024,              10.00,          89133121,             48.75,     4345239648.75  
18 OCT 2024,PATELENG,EQ,PATEL ENGINEERING LTD.   ,Listed    ,18 OCT 2024,               1.00,         844376117,             55.25,    46660224225.40  
18 OCT 2024,PATINTLOG,EQ,PATEL INT. LOG. LTD      ,Listed    ,18 OCT 2024,              10.00,          69602115,             22.75,     1583448116.25 
18 OCT 2024,PATTECH,ST,PATTECH FITWELL TUB COM L,Listed    ,18 OCT 2024,              10.00,           7757187,            148.15,     1149227254.05   
18 OCT 2024,PAVNAIND,BE,PAVNA INDUSTRIES LIMITED ,Listed    ,18 OCT 2024,              10.00,          12180800,            688.05,     8380999440.00  
18 OCT 2024,PAYTM,EQ,ONE 97 COMMUNICATIONS LTD,Listed    ,18 OCT 2024,               1.00,         636639355,            725.15,   461659028278.25     
18 OCT 2024,PCBL,EQ,PCBL LIMITED             ,Listed    ,18 OCT 2024,               1.00,         377462604,            482.60,   182163452690.40      
18 OCT 2024,PCCL,SM,PETRO CARBON AND CHEMI L ,Listed    ,18 OCT 2024,              10.00,          24700000,            242.30,     5984810000.00      
18 OCT 2024,PCJEWELLER,BE,PC JEWELLER LTD          ,Listed    ,18 OCT 2024,              10.00,         465403896,            176.90,    82329949202.40
18 OCT 2024,PDMJEPAPER,EQ,PUDUMJEE PAPER PRO. LTD  ,Listed    ,18 OCT 2024,               1.00,          94950000,            115.40,    10958179500.00
18 OCT 2024,PDSL,EQ,PDS LIMITED              ,Listed    ,18 OCT 2024,               2.00,         140693209,            512.40,    72091200291.60      
18 OCT 2024,PEARLPOLY,EQ,PEARL POLYMERS LTD       ,Listed    ,18 OCT 2024,              10.00,          16834932,             39.60,      666326608.55 
18 OCT 2024,PEL,EQ,PIRAMAL ENTERPRISES LTD  ,Listed    ,18 OCT 2024,               2.00,         225477700,           1035.95,   233583623315.00       
18 OCT 2024,PELATRO,SM,PELATRO LIMITED          ,Listed    ,18 OCT 2024,              10.00,          10406663,            295.35,     3073607917.05   
18 OCT 2024,PENIND,EQ,PENNAR INDUSTRIES LTD    ,Listed    ,18 OCT 2024,               5.00,         134946231,            207.40,    27986498847.10    
18 OCT 2024,PENINLAND,EQ,PENINSULA LAND LIMITED   ,Listed    ,18 OCT 2024,               2.00,         308701220,             51.30,    15830198561.60 
18 OCT 2024,PENTAGON,SM,PENTAGON RUBBER LIMITED  ,Listed    ,18 OCT 2024,              10.00,           7710000,            107.00,      824970000.00  
18 OCT 2024,PERSISTENT,EQ,PERSISTENT SYSTEMS LTD   ,Listed    ,18 OCT 2024,               5.00,         155850000,           5506.15,   858133477500.00
18 OCT 2024,PETRONET,EQ,PETRONET LNG LIMITED     ,Listed    ,18 OCT 2024,              10.00,        1500000088,            349.45,   524175030751.60  
18 OCT 2024,PFC,EQ,POWER FIN CORP LTD.      ,Listed    ,18 OCT 2024,              10.00,        3300101760,            472.70,  1559958101952.00       
18 OCT 2024,PFIZER,EQ,PFIZER LTD               ,Listed    ,18 OCT 2024,              10.00,          45747732,           5673.00,   259526883636.00    
18 OCT 2024,PFOCUS,EQ,PRIME FOCUS LIMITED      ,Listed    ,18 OCT 2024,               1.00,         299906976,            158.10,    47421291045.10    
18 OCT 2024,PFS,EQ,PTC INDIA FIN SERV LTD   ,Listed    ,18 OCT 2024,              10.00,         642283335,             45.60,    29281697242.65       
18 OCT 2024,PGEL,EQ,PG ELECTROPLAST LTD      ,Listed    ,18 OCT 2024,               1.00,         261634440,            616.10,   161192978484.00      
18 OCT 2024,PGHH,EQ,P&G HYGIENE & HEALTH CARE,Listed    ,18 OCT 2024,              10.00,          32460736,          16047.80,   520923399180.80      
18 OCT 2024,PGHL,EQ,PROCTER & GAMBLE HEALTH L,Listed    ,18 OCT 2024,              10.00,          16599382,           5219.80,    86645454163.60      
18 OCT 2024,PGIL,EQ,PEARL GLOBAL IND LIMITED ,Listed    ,18 OCT 2024,               5.00,          45846367,            989.65,    45371857101.55      
18 OCT 2024,PGINVIT,IV,POWERGRID INFRA. INVITS  ,Listed    ,18 OCT 2024,             100.00,         909999200,             88.95,    80926228856.00   
18 OCT 2024,PHANTOMFX,SM,PHANTOM DIGITAL EFF LTD  ,Listed    ,18 OCT 2024,              10.00,          13579200,            343.40,     4663097280.00 
18 OCT 2024,PHOENIXLTD,EQ,THE PHOENIX MILLS LTD    ,Listed    ,18 OCT 2024,               2.00,         357488792,           1610.80,   575842946153.60
18 OCT 2024,PHOGLOBAL,SM,PHOENIX OVERSEAS LIMITED ,Listed    ,18 OCT 2024,              10.00,          19346018,             35.70,      690652842.60 
18 OCT 2024,PIDILITIND,EQ,PIDILITE INDUSTRIES LTD  ,Listed    ,18 OCT 2024,               1.00,         508613505,           3184.00,  1619425399920.00
18 OCT 2024,PIGL,BE,POWER INSTRUMENT (G) LTD ,Listed    ,18 OCT 2024,              10.00,          12443900,            242.30,     3015156970.00      
18 OCT 2024,PIIND,EQ,PI INDUSTRIES LTD        ,Listed    ,18 OCT 2024,               1.00,         151718118,           4560.70,   691940820762.60     
18 OCT 2024,PILANIINVS,EQ,PILANI INV & IND COR LTD ,Listed    ,18 OCT 2024,              10.00,          11072250,           6280.05,    69534283612.50
18 OCT 2024,PILITA,EQ,PIL ITALICA LIFESTYLE LTD,Listed    ,18 OCT 2024,               1.00,         235000000,             16.20,     3802300000.00    
